listing_id,listing_name
279439,"sociable apartment in Raval 3"
279504,"Kreuzberg, lively cosy Bergmannkiez"
280733,"Gran Via apartment I"
281152,"beautiful 3-room-apartment (75 m2)"
281224,"UNIQUE in Opera Royal Palace!!!"
281978,"Big Private Room - Paseo de Gracia"
281985,"Medium Sise Room - Paseo de Gracia"
282113,"Great Room at the Gran Via"
282195,"Winter Offer 40m2 Wifi. Centre O"
282196,"COZY FLAT, SANTA ANA,40m2,WIFI (I)"
282214,"Nice room close to Kurfürstendamm"
282679,"Charming Penthouse,two amazing terraces"
282715,"Cozy and Luxury penthouse, Madrid"
282773,"Top-Apartment Berlin Charlottenburg"
282786,"Apartment Berlin-Charlottenburg"
282797,"Schickes Apartment in Berlin-City"
283231,"FANTASTIC20m2TerraceVIEW-@800m BEACH/BORN/GOTIC"
283862,"HISTORICAL CENTER, SOL, DUPLEX"
284390,"Penthouse Central Well-lit"
286105,"Room at Gran Via Barcelona Spain"
287294,"Sailing Dreams Barcelona!"
287660,"Beatiful downtown room with balcony"
288034,"pb1 WITH TERRACE QUIET & HAPPY FLAT"
288484,"Cosy Studio livingspace with balcony, Maybachufer"
289555,"Casa Museo del Prado-Private room."
290035,"SINGLE ROOM HAPPY FLAT EXC LOCATION"
290410,"Quiet room in a 1 bedroom apt in Kurfurstendam"
290592,"Views SagradaFamilia + metro + WIFI"
292300,"Lux 2-level apt in hip Berlin Mitte"
292864,"Lounge Room –  Alex in 5 Min"
294520,"rented room in the center of madrid"
294529,"Centro de Madrid. Room 3"
295200,"Gaudi view´s Attic with private terrace"
295675,"room with own bathroom and separate entrance"
296331,"Big Apartment in Mayor Square!"
297017,"Luxury Prado Museum 4 pax"
297066,"3 rooms, 2 bathrooms in the touristic city centre"
297521,"light and nice room fully furnished"
297594,"Holiday apartment Trinimat Berlin"
298056,"3bedrooms in Kreuzberg, Anmeldung possible"
301773,"Nice Apartment at Prenzlauer Berg"
301887,"2nd-Floor near KaDeWe !! -in Berlin"
302179,"Cozy apartment in the city center"
303097,"Beautiful city apartment at park"
304904,"bedroom with your own bath"
305213,"PLATANEROS - BRIGHT CENTRAL APT"
305987,"Lovely Apartment in Berlin Prenzlauer Berg"
306041,"Lovely central room, Potsdamer Plz"
306312,"LOVINGLY RESTORED 100qm APARTMENT "
306502,"1,5 bedroom at Ku'damm close to IFA"
306829,"Cosy flat / Balcony / Centre Berlin"
307587,"Sunny apartment in Berlin Mitte"
308166,"ARTIST HOUSE IN DOWNTOWN, GAUDI, LIGHT SUN"
308421,"Bright Double Room in BerlinWedding"
309511,"Prenzlberg Designer Apt w. Balcony"
310333,"Central, cute & Art Apartment"
310678,"Precioso apartamento en Gran Via"
311703,"Elegant 4 Room Apartment with 2 Bathrooms"
313677,"Supercentric Apartment Quevedo"
313876,"quiet spacious sunny  2 room apt  w view 4.floor l"
315533,"Home sweet Home Berlin"
315682,"QUIET and SPACIOUS .  Heart of Malasaña.Madrid."
315769,"Sagrada Familia vintage apartment"
316327,"Spacious, Sunlit & Great Furniture"
316366,"Beautiful Apartment near Kudamm Ave"
316462,"Central Mitte:Galleries/Bars/Rest."
316547,"Our Asia Room For You"
317142,"Excellent place near the subway"
318826,"Wonderful apartment. JUST REMODELED"
318865,"A penthouse two terraces in Gracia"
319658,"Madridapto Central Wifi"
320028,"Nice room with ensuite bathroom"
320279,"STUDIO NEAR KASTANIENALLE"
320305,"Berlin Friedrichshain 1,5km to Alex"
320506,"The Loft Barcelona"
321295,"Beautiful 1-room apartment"
321308,"Schönes Apartment in Berlin"
321378,"TOP-FLOOR APARTM./ 2 roof terraces/ Kastanienallee"
322463,"Great value in Prenzlauer Berg, free parking"
322520,"Central studio w/ sunny GARDEN"
322548,"Terrace La Latina"
323243,"nettes Zweibettzimmer 1.3 (1. Etage)"
323255,"3 beds room No. 4 in Berlin"
323259,"3 beds room No. 2 in Berlin"
323260,"Apartment in Berlin for 1-3 persons"
323951,"Berlin Neukölln 2 rooms (bedroom+studio)"
324726,"lets go downtown barcelona"
325979,"A very nice and quiet appartement"
326566,"ruhiges Zimmer in Pankow/ Prenzlauer Berg"
326608,"RealCozyAltbau in outgoingKreuzberg"
327133,"Cozy Double Room - Paseo de Gracia"
327442,"Best place!"
327773,"Home is where Berlin is"
328255,"SUNNY & COSY FAMILY HOME (MAUERPARK) WiFi"
329648,"nice room with a balcony"
330248,"GREAT  DOUBLE ROOM WI FI CASANOVA"
330766,"Urquinaona Charming and Centric"
330957,"Central 3 bedroom beautiful APT"
333190,"Betwn Sagrada Fam. & the Beach! Sgl -Dbl Room B&B"
333974,"Winter froml 34€per.Centric.Wifi E"
334133,"Very centraly Apartment in Berlin 1"
334281,"Heart of Madrid - 2 bedroom flat"
335273,"Cool Design Apartment in Berlin"
335861,"MODERN LOFT NEXT TO THE BEACH"
336795,"Room in Madrid Center whit WIFI"
336834,"2 bedroom apartament in Chueca-Fuen"
336869,"Direct to Plaza Mayor!"
337209,"DISCOVER MADRID CENTRAL AREA WIFI"
337292,"Principe de Vergara. Homey Room"
337755,"SEALONA VILA OLIMPICA BEACH"
339171,"PRADO MUSEUM AIR & OnSiteParking (*)"
339751,"Madrid Centro 1to6 people Metro Bus wifi.TWO ROOMS"
341910,"Top floor apartment in Berlin"
341939,"Self-catering Apartment in Madrid"
342095,"Lovely apartment CENTRAL MADRID !"
342557,"Berlin's Park at your window. Parking included."
342952,"Special price 29€ per.Center.Wifi U"
343190,"Beautiful bright room super central"
343859,"LOVELY 2 BD WIFI GRACIA"
343861,"1BD FLAT WITH WIFI & AC IN GRACIA"
343864,"3 BD APT IN THE HEART OF GRACIA"
343866,"COSY 1BD WIFI GRACIA CENTRE VIRREIN"
344856,"Too good to be true - in Friedrichshain Berlin"
344986,"Sunny Cosy Prenzlauer Berg Berlin"
345249,"CASTELLANA CASTELLANA DELUXE FINANCIAL DISTRICT"
345373,"Loft-Apartment in Charlottenburg"
346018,"Room in a flat with Barcelona best view!"
346404,"WHOLE APARTMENT: SWEET & COZY HOME AWAY FROM HOME"
347510,"Classy Central Family Alcalá Deluxe"
347762,"Wonderful room  around Bergmannkiez"
348081,"Room @ Sagr. Familia Bathroom +WiFi"
348262,"roof top apartment with a room"
348334,"Room in the center of Lavapiés"
351395,"Charming Garden House Apt 3BR Apt"
352686,"Loft duplex penhouse in Gothic area"
352772,"Elegant Centric Attic WIFI Car Park "
352998,"TOP LOCATION City Rooms near Kudamm"
353640,"Great Apartment in Heart of Born"
353713,"PRIVATE ROOM. HEART OF MADRID."
353746,"CENTRIC APT. MALSAÑA & CHUECA"
354033,"5 separate+ruhige Ferienwohnungen"
354838,"Entire apartment Plaza de España!"
355227,"Il Nido - Berlin's downtown for 2/3"
355494,2-room-holiday-apartment
356344,"Gran Via Valverde IV"
357576,"Authentic Vintage Home ¨El patio de Gràcia""
357958,"Private terrace and bathroom & WiFi"
358746,"+Private room with SHARED BATHROOM--"
359196,"Central&new PENTHOUSE with TERRACE!"
359277,"HABITACION CON BALCON EN RAMBLAS 2"
359841,"BacRou, design loft near the sea"
359917,"Central located quiet place in the City"
361053,"Cozy, luminous  excellenty placed"
361487,"Very centraly Apartment in Berlin 2"
361488,"RETIRO PARK2 CHALET INDUSTRIAL-CHIC"
362701,"Stylish lodge in the heart of Kreuz"
363413,"Room Prenzlauer Berg Kollwitzplatz area"
363454,"Apartment Berlin Kreuzberg"
363476,"PUERTA DEL SOL-QUIET DOWNTOWN"
363601,"stylish flat in barcelona center"
364030,"Amazing views, centric apt w/terrac"
365911,"Low-priced,Super Reviewed Apartment"
366094,"Centrally located in Berlin-Mitte I"
367182,"Centrally located in Berlin-MitteII"
367634,"Centrally located in Berlin-Mitte E"
368043,"Quiet flat, 1 room, 1 or 2 person. "
370561,"Nice Flat directly in Neukölln"
370665,"vig HAPPY APARTMENT IN EL BORN"
370815,"Beautiful light attic! very central"
371532,"Fantastic Location. Great apartment, Opera"
372596,"Gran Via Sol Montera II"
374465,"ROOM  IN MADRID CENTRAL AREA"
374491,"ROOM WITH A BALCONY IN RAMBLAS 1"
374561,"HABITACION BAÑO PRIVADO EN RAMBLAS"
374568,"Double room,beautiful area,next IE!"
375472,"Host family in the center of Madrid"
375961,"CENTRIC APARTMENT WITH HUGE TERRACE"
376232,"Gran Via Sol Montera I"
376379,"Great Studio for Rent in Madrid"
376638,"Nice room close to every where "
377151,"private house in elegant neiborhood"
377161,"Rustic apartment Parc Guell II"
377304,"Charming Apptm - 20min to F'strasse"
378998,"PRECIOSA Y ACOGEDORA HABITACIÓN "
380281,"big, bright, sunny and a balcony"
380384,"Newly renovated apartment, 44qm"
380421,"Double room with a balcony"
381679,"Opera Royal Palace large groups"
382000,"Homely Apartment in Sagrada Família - 4 bedrooms"
382008,"Top room - central Friedrichshain"
384063,"nap2 HAPPY & QUIET 3 BEDROOM & 2 BATHROOMS FLAT"
384155,"Barcelona Center Beach Top Design"
384464,"Paseo de Gracia / Plaza Catalunya"
384867,"A PERFECT DOUBLE ROOM  BCN CENTER"
385049,"MIRADOR 3 Bedroom Apartment Port Vell"
385059,"Berlin-Mitte: Modern design, breakfast & balcony!"
385728,"YOUR SUITE  ROOM LIGHTFULL PRIVATE BATH, CENTER AC"
387607,"Ground floor apartment with terrace"
393598,"Quiet Oasis  in "Kreuzkölln" 60 sqm"
393717,"Cosy apartment near Las Ramblas"
394692,"A PERFECT ROOM FOR RENT CENTER BCN"
395050,"COLORFUL AND COZY FLAT IN BARCELONAS COOLEST AREA!"
395063,"furnished Room in an apartment in Friedrichshain"
396532,"Apart. 25mts from Gran Via,exterior"
397778,"PUERTA DEL SOL VI - MADRID CENTRE"
397837,"HUERTAS II - STUDIO MADRID CENTRE"
398011,"2-room miracle in P-berg + balcony"
399140,"ATOCHA II - MADRID CITY CENTRE"
399312,"Bright and cosy flat wit balcony :)"
400139,"Nice double room, near every where"
400642," sunny and spacious 2-room flat"
400832,"Room in great green city location"
401242,"Beautiful & large in central Berlin"
401481,"Centric Apartment in Barcelona"
401990,"LARGE ROOM in a COOL STREET!!"
402588,"PUERTA DEL SOL l - MADRID CENTRE"
402633,"BARCELONA CITY CENTRE CHARM"
402657,"Central, Sunny & Charming + Wifi"
404569,"GRAN VIA  -  Vll -MADRID CENTRE"
405037,"Plaza Castilla 4 Torres"
405677,"Gran Via Grilo"
405786,"PLAZA DE LA CEBADA  -  SPACIOUS"
406341,"Quiet downtown Madrid, nearby all"
406697,"Lovely & Cozy Apartment Center"
408127,"Petite chambre confortable"
408599,"Charming 3bedroom flat with balcony"
408756,"ZAZA - APARTMENT PRENZLAUER BERG"
409846,"Artist Flat Mitte: Soho of Berlin"
410020,"room in spacious 2 room apt. in Rixdorf, Neukölln"
410159,"Barcelona Center 7 people Apartment"
410699,"80m2 spacious bright loft apartment"
412418,"2,5 Room Apartment in Neukölln, Berlin"
412649,"Cozy flat by the Magic Fountain"
413240,"An oasis in the city of Madrid"
414763,"LATINA - lV - STUDIO MADRID CENTRE"
414786,"Centric Double Room-Paseo de Gracia"
415218,BELLEWOODS
415892,"October promo: 6x5. Modernist flat"
415967," LAVAPIES CLASSY (CENTER TOWN)"
416704,"LARGE DOUBLE ROOM, WIFI, CENTER BCN"
417143,"gorgeous loft room  kreuzberg"
417239,"2 DOUBLES BEDROOMS FLAT IN GRACIA"
420039,"Bonito estudio en pleno centro"
420114,"Stylish Attic-Penthouse in Mitte/Kreuzberg"
421236,"Apartment - countryside of Berlin"
423655,"Tribunal Apartment"
424137,"Spacious apartment just by Las Ramblas"
425411,"Nice vacation apartment in Berlin-Mitte"
425487,"Nice and quiet apartment in Berlin-Mitte"
425639,"House with garden"
427407," study sol-atocha I"
427854,"Wendt 3, 2 rooms, central, sleeps 4"
429306,"2 Bedroom Apartment - Center Madrid - ST"
429604,"sol-atocha II study"
429677,"90 m² Family Base @ Kreuzberg /Gräfekiez"
430585,"Beautiful apartment in the heart of the Gothic"
431054,"VILLA OLIMPICA BEAUTIFULL PENTHOUSE"
431149,"+Double Private room with SHARED BATHROOM--"
431243,"Room in Malasaña"
431331,"NEW APARTMENT IN GRACIA NEIGBOURHOO"
431343,"Gut geschlafen, schnell ins Zentrum"
431652,"Upstairs at Eric's"
431806,"CHARMING SUITE IN MADRID'S LEDGE"
432460,"Cosy Room in lovely Neighborhood"
432482,"PENTHOUSE PANORAMIC VIEW"
434195,"Nice room near to Palacio Real"
434209,"Cute In-Law Suite with Garden Access"
434874,"GRAN VIA - Vl - MODERNIST & CENTRIC"
436385,"Charming west end to trade shows"
437601,"Long-term Stay Beautiful Penthouse in Madrid"
437670,"LA LATINA, MAGNÍFICAS HABITACIONES"
437886,"Centric Apartment in Barcelona 2"
438102,"Nice quiet room close to S. Familia"
438123,"Twin for 4-5 Barcelona, Sagrada Familia."
439057,"Paseo de Gracia - Diagonal, 120 m2"
439613,"Berlin Flair"
439631,"2 room stylish near Mauerpark  WLAN"
439699,"Madrid center - right in Malasaña!"
440427,"Just Next to Sagrada Familia!!!"
440596,"Quiet Central Apartment with WiFi"
440619,"Sagrada Familia Quality double room"
440840,"sociable rooms in Raval 2"
440841,"sociable rooms in Raval 1"
440996,"Apartamento Céntrico en Barcelona"
443909,"BARCELONA GOTICO ,great location"
446665,"Double and Lovely room in Barcelona"
446751,"Private room in Sagrada Familia Barcelona"
446975,"Coach House with a little garden"
447524,"City apartment at the Ku`damm"
449218,"Central, fully equipped, best price"
449494,"central, cheap, basic apartment"
449854,"Center location. Magic terrace. 360º views"
450325,"gorgeous old chocolate factory"
451758,"Bright, elegant loft in center town"
452164,"In the middle of Mitte and green!"
455623,"Studio 25m2 with great views"
456165,"Nice room in Madrid"
456283,"In the heart of Gracia District"
456333,"DOUBLE ROOM with WIFI"
456839,"Charming converted cottage"
456902,"Maisonette Apartment in Kreuzberg"
457195,"Cozy apartment with 3 bedrooms"
458586,"You are looking for peace and relax"
458608,"bright apartment in Berlin Kreuzberg"
458800,"Beautiful 3BR, Excellent location"
459303,"GRAN VIA - l - CENTRAL & BRIGHT"
459362,"PUERTA DEL SOL- ll - MADRID CENTRE"
462012,"Bungalow with private garden"
462062,"CLOSE TO LA FIRA PL ESPAÑA /INCL BRKFAST"
462072,"Spectacular Penthouse 95 m² Latina"
462118,"NEXT TO CATHEDRAL 1"
462332,"Cozy Single Room Barcelona Center"
462459,"COOL BERLIN MITTE FLAT"
462557,"Large room and light. balcony (red)"
463246,"Lovely Apartment Madrid Center"
463880,"On the beach - Poblenou"
464307,"LOVELY SUNNY, DOWNTOWN, 2 BR APT."
464324,"spacious room in light-flooded classy apartment"
466983,"beautiful light room in 100qm place"
467552,"DESIGN PENTHOUSE ALONSO MARTINEZ!"
468202,"BEST STUDIO IN VERY CENTER MADRID FIBRE OPTIC WIFI"
469084,"nice + light room in Friedrichshain"
469177,"Cozy apartment in Paralel for 8"
469231,"ATICO PRECIADOS"
470132,"❤Quiet. Comfort. Superior apartment 1BR*Superhost*"
471198,"GRAN VIA - Vlll - MADRID OLD TOWN"
471238,"PUERTA DEL SOL - V - MADRID CENTRE"
471328,"PUERTA DEL SOL - Vll -MADRID CENTRE"
471669,"El Poblenou* House @ Barcelona"
472062,"close to Paseo de Gracia."
472779,"The Borne"
473386,"Schoeneberg, KaDeWe, Gay Area (201)"
473395,"Walking distance to Paseo de Gracia"
473459,"GALA - Between Gracia and Sant Gervasi"
474387,"Des Artistes 716, wifi, central P"
474830,"spacious sunny  room with balcony"
475771,"I rent apartment in Barcelona"
475786,"Room to rent in beautiful apartment"
476077,"Cosy Penthouse + sunny patio in NK"
477256,"lightful apartment in poblenou'"
477426,"Habitación en  Madrid- Moratalaz"
477464,"Nice Apart 7 min. walking to Sol"
477515,"Apartment in Prenslauerberg, Mitte,"
477652,"REINA SOFIA - ll - WITH  TERRACE "
477656,"Eine Terrasse und der Himmel Madrids"
477744,"Bed&bike in the heart of Kreuzberg"
478015,"Sunny and Spacious Design Apartment"
478173,"Penthouse in Barcelona, Sun terrace"
478616,"Retrome Barcelona"
478951,"Sagrada Familia area - Sicilia"
480624,"Room in Berlin  Friedrichshain"
480975,"Loft con gran terraza bcn centro"
481739,"The Gaudi Suites II"
482088,"CHUECA - Vl - THE TRENDIEST DUPLEX"
482122,"TRAFALGAR - CITY - SPACE & LIGHT"
483048,"IFEMA/AIRPORT very good connections"
484390,"MONTHLY COZY SUNNY - SAGRADA FAM."
484506,"Cosy flat in the heart of Kreuzberg"
485011,"A Super unique/charming/hip room!"
485726,"TOP City-West,Shopping+GayArea 202"
486192,"very central and charming room"
487233,"BOHEMIAN PENTHOUSE DUPLEX + 2 BIKES"
487938,"Room in Berlin Friedrichshain "
488161,"Stylish Apartment in Schillerkiez"
488341,"Single bedroom in the middle of BCN´"
488462,"★ CENTRAL, CHEAP & CHIC ★WIFI★CC"
489477,"Big Flat in the Center of Madrid"
490517,"The Sagrada Penthouse"
490803,"Plaza Sagrada Familia apartmen(1-6)"
490853,"Private Balcony in Sagrada Familia"
491336,"Nice studio apartment in Schöneberg"
492221,"CENTRICO EN EL BARRIO DE LA LATINA"
493067,"Disfruta con los cinco sentidos..."
493072,"1 Room in Berlin Center with Artist"
493122,"lightful apartment in poblenou"
493238,"ElRastro-Plaza Mayor. Air cond-WIFI"
493539,"Spend the night in the oldest house in Berlin!"
494434,"Flat in the heart of Madrid"
494492,"Amazing Jewel close to Kurfürstendamm!"
494834,"Sant Pau Barcelona Suites"
495435,"Great flat in Berlin-Kreuzberg!"
496997,"Lovely & Elegant Apartment in Eixample 1-2"
497545,"Delightful & Elegant Paseo de Gracia 2"
497706,"Peaceful apartment in Madrid Centre"
498632,"Prime location. Barcelona Apartment"
499342,"Central, bright & charming in Mitte"
499353,"Central & tasteful apt in Mitte"
499911,"2 bedroom apartment downtown Madrid"
500641,"Kollwitzplatz - Prenzlauer Berg"
500742,"Near Retiro Park,Madrid 28007 Spain"
501735,"Beautiful 3 room apt. in Kreuzberg"
502021,"UN JARDIN EN EL CENTRO DE MADRID"
502436,"FANTASTIC RAMBLAS"
502598,"Casa Marfisa: great location, Mitte"
503765,"New and sunny apartment near Sagrada Familia"
504653,"Double bed in Plaza España"
504860,"Double room in Plaza España"
506730,"spacious 2 BR apt for 3 people"
506956,"PRECIOSO APTO. CENTRICO EN MADRID"
507614,"Malasaña: Amazing&extremely central 2BD flat+sauna"
507667,"Habitación cerca sagrada familia-2"
507671,"Best Location in Berlin-Kreuzberg"
507972,"House with pool in Heart Gracia! "
508212,"Central Atico Apartment with Terrace"
508685,"Single room in Plaza España"
509432,"25m2 room in Berlin, Prenzlauerberg"
510923,"Lovely Penthouse in Barcelona"
510973,"HABITACION CÉNTRICA EN PISO NUEVO"
511935,"high standard 170sqm rooftop w/2ter in Schöneberg"
512625,"THE WAY WE LIVE ensuite"
512666,"BCN-RENTALS RAMBLA 4, just 7-10 min to Ramblas"
512737,"BCN-RENTALS RAMBLA 3, just 10 min to Ramblas"
513825,"Three Bedroom Apartment Sagrada Familia - S3"
514246,"Sunny 2br flat with big balcony"
514572,"ENJOY BARCELONA IN A HUGE APARTMENT"
514917,"Nice room, nice flat"
515008,"BIG BED & VERY NICE ROOM YELLOW."
515145,"Attic near Checkpoint Charlie"
515339,"ORIGINAL next to Royal Palace!!!"
515724,"Double Room / Marina & Beach"
516102,"Barcelona International Stop !!!"
516340,"Paseo de Gracia/Plaza Catalunya I"
517407,"Luxury Apartment Sagrada Familia"
517425,"Maritime Room - Alex in 5 Min"
517990,"great 3 room apartment - great location"
518208,"BIG BED & VERY NICE ORANGE ROOM."
518247,"Ideal apartment in central"
518511,"Central, cheery, light, historic"
519356,"beautifull vintag-2 room appartment"
519566,"Comfy double room Barcelona Center"
519631,"Great location 1870´s charming home"
519671,"Great apartment in central Berlin"
520389,"Great Design apartment in Barcelona center"
520538,"Apart. Prenzlb./Helmholtzplatz WiFi"
521004,"APART. CONDE DUQUE DECO CD2 4 PAX"
521162,"Cozy apartment in Madrid center"
521329,"Nice&perfect location singel room"
521367,"Penthouse with terrace in SOL-WIFI"
522563,"Beautiful loft in downtown Madrid"
522705,"MODERN FLAT, BIG TERRACE BCN CENTER"
522987,"Between Sagrada F. & the Beach DBL Room"
523052,"Domizil Neu Venedig FeWo für 4 Per"
524003,"NEXT TO PLAZA MAYOR STATELY BUILDNG"
525162,"Designer Loft in Berlin, Germany"
526016,"CAROLINAHOUSE 1"
526094,"Nice, sunny & quite single room in the center"
526162,"Single room in shared flat. Central"
526513,"Sol.  Your home in Madrid´s Heart"
528979,"Acogedora suite y mucho encanto!"
530315,"Wohlfühl-Insel - Ideal zentral 76 qm Vollkomfort"
530527,"Welcome to Apartment "Kleinod"!"
531195,"Bright four bedroom apartment with balconies"
531677,"Bright room in the Gran Via!!!!"
531851,"Luxury Barcelona Center Up to 12"
531854,"Cozy GRAN VIA PENTHOUSE WiFi A/C"
532687,"lovely home - heart of neukölln"
533450,"Apartment in the center of Madrid"
533523,"Berlin Designer Apartment Marlene"
533864,"new, stylish, comfortable, center"
534410,"Sagrada familia splendid Attic amazing view"
534415,"Spac. 85m sq three room appartment,"
534550,"Bright three bedroom apartment with balconies"
534931,"Feine Sonnenloge/Splendid Sunlodge"
536310,"Room....Madrid CENTER"
536470,"Quiet flat, close Sagrada Família"
537176,"Nice renewed apartament with WiFi (HUTB - 004893)"
537234,"Single Naranja en casa de artista"
537442,"Kreuzberg, danish design, quiet!"
538073,"STUDIOS CONDE DUQUE DECO"
538871,"Prenzl'Berg - bright & beautiful"
539349,"habitación para 1 o 2 personas"
540705,"LITTLE JEWEL IN TOP BEAUTY SPOT!"
540774,"DUPLEX CONDE DUQUE DECO 6 PAX 4B"
540937,"MELROSEPIES APARTMENT / CITY CENTRE"
541020," Charming apartment on KU-DAMM"
541288,"10 MINUTES TO THE POTSDAMERPLATZ"
541569,"Apartment near Mauerpark"
542316,"by the lake"
542401,"THREE BEDROOMS LA RIBERA"
542674,"Nice room in Berlin Schöneberg"
543342,"Gran Vía Apartment Catalunya square"
543728,"Room in a nice sunny apartment"
544553,"freundliche Unterkunft im Herzen Kreuzbergs!"
544736,"SUNNY & EASY ACCESIBLE BEDROOM"
544995,"LUXURY HOUSE IN BCN NEAR THE BEACH"
545037,"ROOF TERRACE DREAM CHARLOTTENBURG"
545065,"Nice modern flat in Berlin-City"
545174,"MADRID - MONCLOA "
545207,"Penthouse Room with large Terrace heart of BCN"
545768,"Room 1 in Paseo la Castellana."
545781,"Rooms 4 in Paseo la Castellana"
545782,"Rooms 2 in Paseo de la Castellana"
546735,"Quiet and confortable apartment."
547229,"Life is great when we really share!"
548052,"sfp2 NEW 2 BDR FLAT SAGRADA FAMILIA"
548212,"Single room with private bathroom"
548353,"Cozy at heart of Chamberi Madrid. 4"
548995,"CHIC and CENTRAL apartment +WIFI"
549483,"Puerta del Sol: It´s Perfect!!!!"
